ability,trait,value,table_name
Mental Comparison Speed,Non manipulative,0.0,argeeableness
Mental Comparison Speed,Warmth,0.0,argeeableness
Mental Comparison Speed,Interpersonal sensitivity,0.0,argeeableness
Mental Comparison Speed,Customer service,0.0,argeeableness
Mental Comparison Speed,Trust,0.0,argeeableness
Mental Comparison Speed,Machiavellianism,0.0,argeeableness
Mental Comparison Speed,Self monitoring,0.0,argeeableness
Mental Comparison Speed,Conscientiousness,-0.03,argeeableness
Mental Comparison Speed,Industriousness,0.07,argeeableness
Mental Comparison Speed,Orderliness,-0.06,argeeableness
Mental Comparison Speed,Achievement,0.0,argeeableness
Mental Comparison Speed,Persistence,0.09,argeeableness
Mental Comparison Speed,Dependability,0.0,argeeableness
Mental Comparison Speed,Cautiousness,-0.16,argeeableness
Mental Comparison Speed,Orderliness,-0.08,argeeableness
Mental Comparison Speed,Procrastination avoidness,0.0,argeeableness
Mental Comparison Speed,Routine seeking,0.0,argeeableness
Mental Comparison Speed,Cold efficiency,0.0,argeeableness
Mental Comparison Speed,Judging-Perceiving,-0.02,argeeableness
Mental Comparison Speed,Self control,-0.05,argeeableness
Mental Comparison Speed,Type A,0.0,argeeableness
Mental Comparison Speed,Achievement via Independence,-0.01,argeeableness
Mental Comparison Speed,Rugged individualism,0.0,argeeableness
Acquired Knowledge,Agreeableness,0.01,argeeableness
Acquired Knowledge,Compassion,0.0,argeeableness
Acquired Knowledge,Politeness,0.12,argeeableness
Acquired Knowledge,Tender Mindedness,0.07,argeeableness
Acquired Knowledge,Nurturance,0.08,argeeableness
Acquired Knowledge,Cooperation,0.0,argeeableness
Acquired Knowledge,Lack of aggression,0.0,argeeableness
Acquired Knowledge,Modesty,0.0,argeeableness
Acquired Knowledge,Non manipulative,0.0,argeeableness
Acquired Knowledge,Warmth,0.04,argeeableness
Acquired Knowledge,Interpersonal sensitivity,-0.0,argeeableness
Acquired Knowledge,Customer service,0.0,argeeableness
Acquired Knowledge,Trust,0.0,argeeableness
Acquired Knowledge,Machiavellianism,-0.1,argeeableness
Acquired Knowledge,Self monitoring,0.0,argeeableness
Acquired Knowledge,Conscientiousness,-0.01,argeeableness
Acquired Knowledge,Industriousness,0.07,argeeableness
Acquired Knowledge,Orderliness,0.0,argeeableness
Acquired Knowledge,Achievement,-0.0,argeeableness
Acquired Knowledge,Persistence,0.0,argeeableness
Acquired Knowledge,Dependability,0.18,argeeableness
Acquired Knowledge,Cautiousness,0.05,argeeableness
Acquired Knowledge,Orderliness,-0.28,argeeableness
Acquired Knowledge,Procrastination avoidness,0.0,argeeableness
Acquired Knowledge,Routine seeking,-0.19,argeeableness
Acquired Knowledge,Cold efficiency,0.0,argeeableness
Acquired Knowledge,Judging-Perceiving,-0.27,argeeableness
Acquired Knowledge,Self control,0.05,argeeableness
Acquired Knowledge,Type A,0.0,argeeableness
Acquired Knowledge,Achievement via Independence,0.27,argeeableness
Acquired Knowledge,Rugged individualism,-0.2,argeeableness
Quantitative Ability,Agreeableness,-0.02,argeeableness
Quantitative Ability,Compassion,0.16,argeeableness
Quantitative Ability,Politeness,0.03,argeeableness
Quantitative Ability,Tender Mindedness,0.0,argeeableness
Quantitative Ability,Nurturance,0.0,argeeableness
Quantitative Ability,Cooperation,0.0,argeeableness
Quantitative Ability,Lack of aggression,0.18,argeeableness
Quantitative Ability,Modesty,0.0,argeeableness
Quantitative Ability,Non manipulative,0.09,argeeableness
Quantitative Ability,Warmth,-0.14,argeeableness
Quantitative Ability,Interpersonal sensitivity,0.0,argeeableness
Quantitative Ability,Customer service,0.0,argeeableness
Quantitative Ability,Trust,0.07,argeeableness
Quantitative Ability,Machiavellianism,0.0,argeeableness
Quantitative Ability,Self monitoring,0.0,argeeableness
Quantitative Ability,Conscientiousness,0.01,argeeableness
Quantitative Ability,Industriousness,0.39,argeeableness
Quantitative Ability,Orderliness,0.03,argeeableness
Quantitative Ability,Achievement,0.01,argeeableness
Quantitative Ability,Persistence,0.02,argeeableness
Quantitative Ability,Dependability,0.06,argeeableness
Quantitative Ability,Cautiousness,-0.08,argeeableness
Quantitative Ability,Orderliness,0.11,argeeableness
Quantitative Ability,Procrastination avoidness,-0.14,argeeableness
Quantitative Ability,Routine seeking,0.03,argeeableness
Quantitative Ability,Cold efficiency,0.01,argeeableness
Quantitative Ability,Judging-Perceiving,-0.01,argeeableness
Quantitative Ability,Self control,0.0,argeeableness
Quantitative Ability,Type A,0.0,argeeableness
Quantitative Ability,Achievement via Independence,0.02,argeeableness
Quantitative Ability,Rugged individualism,-0.0,argeeableness
Mathematics Knowledge,Agreeableness,-0.21,argeeableness
Mathematics Knowledge,Compassion,0.15,argeeableness
Mathematics Knowledge,Politeness,-0.22,argeeableness
Mathematics Knowledge,Tender Mindedness,0.0,argeeableness
Mathematics Knowledge,Nurturance,-0.21,argeeableness
Mathematics Knowledge,Cooperation,-0.1,argeeableness
Mathematics Knowledge,Lack of aggression,0.06,argeeableness
Mathematics Knowledge,Modesty,0.0,argeeableness
Mathematics Knowledge,Non manipulative,0.0,argeeableness
Mathematics Knowledge,Warmth,-0.24,argeeableness
Mathematics Knowledge,Interpersonal sensitivity,0.0,argeeableness
Mathematics Knowledge,Customer service,-0.1,argeeableness
Mathematics Knowledge,Trust,0.03,argeeableness
Mathematics Knowledge,Machiavellianism,0.23,argeeableness
Mathematics Knowledge,Self monitoring,0.0,argeeableness
Mathematics Knowledge,Conscientiousness,-0.24,argeeableness
Mathematics Knowledge,Industriousness,0.23,argeeableness
Mathematics Knowledge,Orderliness,-0.31,argeeableness
Mathematics Knowledge,Achievement,0.1,argeeableness
Mathematics Knowledge,Persistence,-0.13,argeeableness
Mathematics Knowledge,Dependability,0.14,argeeableness
Mathematics Knowledge,Cautiousness,-0.09,argeeableness
Mathematics Knowledge,Orderliness,0.1,argeeableness
Mathematics Knowledge,Procrastination avoidness,-0.17,argeeableness
Mathematics Knowledge,Routine seeking,0.0,argeeableness
Mathematics Knowledge,Cold efficiency,0.33,argeeableness
Mathematics Knowledge,Judging-Perceiving,-0.33,argeeableness
Mathematics Knowledge,Self control,0.0,argeeableness
Mathematics Knowledge,Type A,0.0,argeeableness
Mathematics Knowledge,Achievement via Independence,0.32,argeeableness
Mathematics Knowledge,Rugged individualism,-0.13,argeeableness
Mathematics Achievement,Agreeableness,0.06,argeeableness
Mathematics Achievement,Compassion,0.18,argeeableness
Mathematics Achievement,Politeness,0.0,argeeableness
Mathematics Achievement,Tender Mindedness,0.0,argeeableness
Mathematics Achievement,Nurturance,0.0,argeeableness
Mathematics Achievement,Cooperation,0.0,argeeableness
Mathematics Achievement,Lack of aggression,0.19,argeeableness
Mathematics Achievement,Modesty,0.0,argeeableness
Mathematics Achievement,Non manipulative,0.02,argeeableness
Mathematics Achievement,Warmth,-0.08,argeeableness
Mathematics Achievement,Interpersonal sensitivity,0.04,argeeableness
Mathematics Achievement,Customer service,0.0,argeeableness
Mathematics Achievement,Trust,0.0,argeeableness
Mathematics Achievement,Machiavellianism,0.0,argeeableness
Mathematics Achievement,Self monitoring,0.0,argeeableness
Mathematics Achievement,Conscientiousness,-0.08,argeeableness
Mathematics Achievement,Industriousness,0.43,argeeableness
Mathematics Achievement,Orderliness,0.02,argeeableness
Mathematics Achievement,Achievement,0.0,argeeableness
Mathematics Achievement,Persistence,0.0,argeeableness
Mathematics Achievement,Dependability,0.22,argeeableness
Mathematics Achievement,Cautiousness,-0.08,argeeableness
Mathematics Achievement,Orderliness,0.12,argeeableness
Mathematics Achievement,Procrastination avoidness,0.21,argeeableness
Mathematics Achievement,Routine seeking,-0.47,argeeableness
Mathematics Achievement,Cold efficiency,0.0,argeeableness
Mathematics Achievement,Judging-Perceiving,-0.1,argeeableness
Mathematics Achievement,Self control,0.02,argeeableness
Mathematics Achievement,Type A,0.0,argeeableness
Mathematics Achievement,Achievement via Independence,0.57,argeeableness
Mathematics Achievement,Rugged individualism,0.28,argeeableness
Verbal Ability,Agreeableness,0.02,argeeableness
Verbal Ability,Compassion,0.37,argeeableness
Verbal Ability,Politeness,-0.01,argeeableness
Verbal Ability,Tender Mindedness,-0.06,argeeableness
Verbal Ability,Nurturance,-0.1,argeeableness
Verbal Ability,Cooperation,-0.22,argeeableness
Verbal Ability,Lack of aggression,0.1,argeeableness
Verbal Ability,Modesty,0.33,argeeableness
Verbal Ability,Non manipulative,0.05,argeeableness
Verbal Ability,Warmth,-0.05,argeeableness
Verbal Ability,Interpersonal sensitivity,0.05,argeeableness
Verbal Ability,Customer service,0.0,argeeableness
Verbal Ability,Trust,0.06,argeeableness
Verbal Ability,Machiavellianism,-0.02,argeeableness
Verbal Ability,Self monitoring,-0.08,argeeableness
Verbal Ability,Conscientiousness,-0.05,argeeableness
Verbal Ability,Industriousness,0.39,argeeableness
Verbal Ability,Orderliness,0.0,argeeableness
Verbal Ability,Achievement,0.1,argeeableness
Verbal Ability,Persistence,-0.28,argeeableness
Verbal Ability,Dependability,0.24,argeeableness
Verbal Ability,Cautiousness,-0.1,argeeableness
Verbal Ability,Orderliness,0.26,argeeableness
Verbal Ability,Procrastination avoidness,0.18,argeeableness
Verbal Ability,Routine seeking,-0.31,argeeableness
Verbal Ability,Cold efficiency,-0.08,argeeableness
Verbal Ability,Judging-Perceiving,-0.23,argeeableness
Verbal Ability,Self control,0.01,argeeableness
Verbal Ability,Type A,-0.48,argeeableness
Verbal Ability,Achievement via Independence,0.61,argeeableness
Verbal Ability,Rugged individualism,0.04,argeeableness
Reading and Writing,Agreeableness,-0.04,argeeableness
Reading and Writing,Compassion,0.0,argeeableness
Reading and Writing,Politeness,0.0,argeeableness
Reading and Writing,Tender Mindedness,0.0,argeeableness
Reading and Writing,Nurturance,0.0,argeeableness
Reading and Writing,Cooperation,0.0,argeeableness
Reading and Writing,Lack of aggression,0.0,argeeableness
Reading and Writing,Modesty,0.0,argeeableness
Reading and Writing,Non manipulative,0.0,argeeableness
Reading and Writing,Warmth,-0.25,argeeableness
Reading and Writing,Interpersonal sensitivity,0.0,argeeableness
Reading and Writing,Customer service,0.01,argeeableness
Reading and Writing,Trust,0.0,argeeableness
Reading and Writing,Machiavellianism,0.0,argeeableness
Reading and Writing,Self monitoring,0.0,argeeableness
Reading and Writing,Conscientiousness,0.07,argeeableness
Reading and Writing,Industriousness,0.0,argeeableness
Reading and Writing,Orderliness,0.05,argeeableness
Reading and Writing,Achievement,0.0,argeeableness
Reading and Writing,Persistence,0.0,argeeableness
Reading and Writing,Dependability,-0.14,argeeableness
Reading and Writing,Cautiousness,0.0,argeeableness
Reading and Writing,Orderliness,0.0,argeeableness
Reading and Writing,Procrastination avoidness,0.0,argeeableness
Reading and Writing,Routine seeking,0.0,argeeableness
Reading and Writing,Cold efficiency,0.0,argeeableness
Reading and Writing,Judging-Perceiving,0.0,argeeableness
Reading and Writing,Self control,0.0,argeeableness
Reading and Writing,Type A,0.0,argeeableness
Reading and Writing,Achievement via Independence,0.0,argeeableness
Reading and Writing,Rugged individualism,0.11,argeeableness
Reading Comprehension,Agreeableness,0.03,argeeableness
Reading Comprehension,Compassion,0.35,argeeableness
Reading Comprehension,Politeness,0.0,argeeableness
Reading Comprehension,Tender Mindedness,0.11,argeeableness
Reading Comprehension,Nurturance,0.0,argeeableness
Reading Comprehension,Cooperation,0.08,argeeableness
Reading Comprehension,Lack of aggression,0.09,argeeableness
Reading Comprehension,Modesty,-0.35,argeeableness
Reading Comprehension,Non manipulative,0.02,argeeableness
Reading Comprehension,Warmth,0.02,argeeableness
Reading Comprehension,Interpersonal sensitivity,0.11,argeeableness
Reading Comprehension,Customer service,0.07,argeeableness
Reading Comprehension,Trust,0.0,argeeableness
Reading Comprehension,Machiavellianism,0.0,argeeableness
Reading Comprehension,Self monitoring,0.0,argeeableness
Reading Comprehension,Conscientiousness,0.02,argeeableness
Reading Comprehension,Industriousness,0.35,argeeableness
Reading Comprehension,Orderliness,0.0,argeeableness
Reading Comprehension,Achievement,0.19,argeeableness
Reading Comprehension,Persistence,0.03,argeeableness
Reading Comprehension,Dependability,0.07,argeeableness
Reading Comprehension,Cautiousness,-0.13,argeeableness
Reading Comprehension,Orderliness,0.2,argeeableness
Reading Comprehension,Procrastination avoidness,-0.09,argeeableness
Reading Comprehension,Routine seeking,0.0,argeeableness
Reading Comprehension,Cold efficiency,0.0,argeeableness
Reading Comprehension,Judging-Perceiving,0.0,argeeableness
Reading Comprehension,Self control,0.0,argeeableness
Reading Comprehension,Type A,0.0,argeeableness
Reading Comprehension,Achievement via Independence,0.11,argeeableness
Reading Comprehension,Rugged individualism,0.21,argeeableness
Reading Decoding,Agreeableness,0.16,argeeableness
Reading Decoding,Compassion,0.0,argeeableness
Reading Decoding,Politeness,0.0,argeeableness
Reading Decoding,Tender Mindedness,0.0,argeeableness
Reading Decoding,Nurturance,0.0,argeeableness
Reading Decoding,Cooperation,0.0,argeeableness
Reading Decoding,Lack of aggression,0.0,argeeableness
Reading Decoding,Modesty,0.0,argeeableness
Reading Decoding,Non manipulative,0.0,argeeableness
Reading Decoding,Warmth,0.09,argeeableness
Reading Decoding,Interpersonal sensitivity,0.0,argeeableness
Reading Decoding,Customer service,0.0,argeeableness
Reading Decoding,Trust,0.0,argeeableness
Reading Decoding,Machiavellianism,0.0,argeeableness
Reading Decoding,Self monitoring,0.0,argeeableness
Reading Decoding,Conscientiousness,0.02,argeeableness
Reading Decoding,Industriousness,0.0,argeeableness
Reading Decoding,Orderliness,0.0,argeeableness
Reading Decoding,Achievement,0.0,argeeableness
Reading Decoding,Persistence,0.07,argeeableness
Reading Decoding,Dependability,0.0,argeeableness
Reading Decoding,Cautiousness,0.0,argeeableness
Reading Decoding,Orderliness,0.0,argeeableness
Reading Decoding,Procrastination avoidness,0.0,argeeableness
Reading Decoding,Routine seeking,0.0,argeeableness
Reading Decoding,Cold efficiency,0.0,argeeableness
Reading Decoding,Judging-Perceiving,0.0,argeeableness
Reading Decoding,Self control,0.0,argeeableness
Reading Decoding,Type A,0.0,argeeableness
Reading Decoding,Achievement via Independence,0.0,argeeableness
Reading Decoding,Rugged individualism,0.0,argeeableness
Reading Speed,Agreeableness,-0.02,argeeableness
Reading Speed,Compassion,0.0,argeeableness
Reading Speed,Politeness,0.0,argeeableness
Reading Speed,Tender Mindedness,0.0,argeeableness
Reading Speed,Nurturance,0.0,argeeableness
Reading Speed,Cooperation,0.0,argeeableness
Reading Speed,Lack of aggression,0.0,argeeableness
Reading Speed,Modesty,0.0,argeeableness
Reading Speed,Non manipulative,0.02,argeeableness
Reading Speed,Warmth,-0.03,argeeableness
Reading Speed,Interpersonal sensitivity,0.0,argeeableness
Reading Speed,Customer service,0.0,argeeableness
Reading Speed,Trust,0.06,argeeableness
Reading Speed,Machiavellianism,0.0,argeeableness
Reading Speed,Self monitoring,0.0,argeeableness
Reading Speed,Conscientiousness,0.0,argeeableness
Reading Speed,Industriousness,0.0,argeeableness
Reading Speed,Orderliness,-0.32,argeeableness
Reading Speed,Achievement,0.0,argeeableness
Reading Speed,Persistence,0.0,argeeableness
Reading Speed,Dependability,0.0,argeeableness
Reading Speed,Cautiousness,0.0,argeeableness
Reading Speed,Orderliness,0.0,argeeableness
Reading Speed,Procrastination avoidness,0.0,argeeableness
Reading Speed,Routine seeking,0.0,argeeableness
Reading Speed,Cold efficiency,0.0,argeeableness
Reading Speed,Judging-Perceiving,-0.19,argeeableness
Reading Speed,Self control,0.0,argeeableness
Reading Speed,Type A,0.0,argeeableness
Reading Speed,Achievement via Independence,0.0,argeeableness
Reading Speed,Rugged individualism,0.24,argeeableness
Native Language Usage,Agreeableness,-0.01,argeeableness
